"ID" "Y1970" "Y1971" "Y1972" "Y1973" "Y1974" "Y1975" "Y1976" "Y1977" "Y1978" "Y1979" "Y1980" "Y1981" "Y1982" "Y1983" "Y1984" "Y1985" "Y1986" "Y1987" "Y1988" "Y1989" "Y1990" "Y1991" "Y1992" "Y1993" "Y1994" "Y1995" "Y1996" "Y1997" "Y1998" "Y1999" "Y2000" "Y2001" "Y2002" "Y2003"
"93" "Mozambique" 1089.57741173887 1091.1870061213 1092.57690072438 1093.42486825346 1093.35488091208 1091.98120348315 1089.00026279729 1084.23556617641 1077.71122103545 1069.56465762389 1060.00897363861 1049.35120113245 1038.08010147415 1026.92219352962 1016.73068141108 1008.31527724692 1002.32062283702 998.956442288128 998.0373152249 999.178302866279 1002.04018089314 1006.5308524792 1012.84116009593 1021.37356108361 1032.47059690729 1046.51929687929 1064.02292656968 1085.10115060633 1109.54239985067 1136.97330078764 1166.98686765252 1198.95386042865 1232.06052068023 1265.63054457039
"94" "Namibia" 5012.42074463756 5023.15600710261 5034.46270370607 5046.94017431858 5060.87865430153 5075.90775733051 5091.09820544535 5105.41562979256 5117.44461300504 5126.28055664119 5131.39732447692 5132.47117064653 5128.78122772312 5120.18941310318 5107.36577711389 5091.26873854967 5072.89439776216 5052.66686450663 5030.91303879394 5009.23950972367 4989.73155829844 4974.34860824655 4963.74435890054 4958.46435732235 4959.10089442666 4966.03903798486 4979.50208403225 4999.54592425919 5025.95076614594 5058.10628786213 5094.85098366201 5134.66996683018 5176.48260419209 5219.14035915611
"95" "Nepal" 850.280820040043 857.32445782818 864.448242091217 871.742404659484 879.330697808081 887.291526150462 895.695039855558 904.644323151927 914.239005643486 924.592928301271 935.908176657212 948.457606497486 962.354504491624 977.662893692916 994.452174493421 1012.67632255097 1032.26598471215 1053.16800826718 1075.33825004451 1098.66075010188 1123.01586362198 1148.32158641218 1174.46376912085 1201.35435293031 1228.84848060005 1256.74786900728 1284.86873282768 1313.05889306443 1341.20585188862 1369.2438394887 1397.09114992339 1424.69626990267 1452.06748026175 1479.34268391104
"96" "Netherlands" 15328.7998605036 15569.8315202159 15810.1308352769 16048.6217397348 16283.6498080498 16513.8474703323 16738.745882173 16957.8149879866 17171.3785749824 17381.0795678996 17590.2604150402 17803.7912132863 18027.8864634824 18268.4360234397 18529.6189423109 18813.89167919 19122.3409708151 19454.9615922266 19811.1568685375 20189.4499083806 20587.6199257172 21003.7434522375 21436.8610598176 21886.808899203 22353.5172734896 22835.7932335253 23331.3247919742 23836.7966809168 24348.0846929534 24860.8521364823 25371.521818169 25878.1366793383 26381.0435692691 26882.1294630424
"97" "Netherlands.Antilles" 12140.5237194002 12322.2164795197 12503.6087103407 12683.943658866 12861.8678003222 13036.9494057892 13208.4386268458 13373.3051790564 13526.4938889184 13661.8396749812 13774.1851285724 13859.7934343318 13918.7914415779 13954.9526210433 13974.5553623567 13985.6571385942 13997.011174426 14016.6854541758 14049.0990017312 14095.5630523445 14154.0277712635 14220.8169286053 14291.1336500587 14359.087138991 14418.5044996444 14464.2452134137 14493.8126329445 14506.9206428488 14504.8725036564 14490.3723042898 14467.0152999125 14438.5677924272 14407.6645554869 14376.0131132635
"98" "New.Zealand" 14936.2925556222 15073.0539169844 15208.3628944576 15339.6666618602 15464.0480732745 15580.0225236284 15688.9922826661 15793.6789888233 15898.0139273286 16005.3022159388 16117.7643450923 16236.2980871875 16360.4460887604 16489.1965336287 16620.6630003883 16753.3660813013 16887.5575736283 17024.5731319272 17167.2314218214 17319.5464961047 17486.7658965164 17674.2734910553 17886.6641229791 18126.4945993178 18393.4169967941 18685.513060632 19000.233526064 19334.7894606707 19686.3409282177 20052.1115338188 20428.5969452674 20812.6039165222 21200.9250041788 21590.7627175416
"99" "Nicaragua" 6643.95093660063 6591.34756467139 6537.32036290065 6479.47667353524 6414.8467976647 6339.94577094479 6251.28115228706 6146.66503542572 6025.77404971426 5890.11625066762 5743.16717617642 5587.55787450463 5424.80321697578 5255.77226897715 5080.77910335355 4900.87472602738 4718.22192941263 4535.50918535823 4356.33165238959 4184.29518081872 4022.81470282664 3874.49892014233 3741.63272273772 3625.40888678437 3526.135150897 3443.20475397336 3375.19500103396 3320.2496839644 3276.30243814765 3240.98288700682 3211.82093161961 3186.37614784623 3162.77318721783 3139.84667739593
"100" "Niger" 1025.75080460658 1034.9867773385 1044.4233195589 1054.35275306293 1065.04707109681 1076.36894352414 1087.61095840576 1097.97121669369 1106.75013444394 1113.17439767082 1116.49315855248 1116.10480577291 1111.67760411974 1103.31565261614 1091.445477275 1076.81521622766 1060.01836141227 1041.54397547642 1021.98892841416 1001.84747328085 981.528810285824 961.391898555208 941.835541239412 923.226092292459 905.853071090273 889.875682878048 875.334802448252 862.150305686158 850.068136470917 838.763317667466 827.995106374566 817.637759696806 807.514183047841 797.483952717084
"101" "Nigeria" 1153.77395770687 1151.92036194004 1149.76021427894 1146.82377042445 1142.55683254177 1136.36709587001 1127.95680431694 1117.15963380067 1104.05664322848 1089.2330291732 1073.67494584953 1058.31691489929 1043.87732082463 1031.0282265905 1020.36322635974 1012.28794430375 1006.89854057801 1004.14346800226 1003.82451616977 1005.52129170382 1008.75021266227 1013.04569787371 1018.07082213507 1023.65610974862 1029.79144971126 1036.60798474553 1044.31534644972 1052.89715438521 1062.34284449729 1072.62256209527 1083.65127812722 1095.30202913598 1107.42354946906 1119.80396040114
"102" "Norway" 13291.0709016201 13868.8169300311 14446.3896761881 15023.6032505119 15599.8701892329 16174.2346804552 16745.41565681 17312.190524227 17874.1960244942 18432.1211905889 18986.9247479271 19540.2147464484 20094.9348392227 20654.2502524536 21220.3751877467 21794.2436985765 22376.843392948 22970.35248462 23578.9882738687 24208.1459697589 24862.6254831707 25545.6444750597 26258.2428101736 26999.3521370727 27765.6835822914 28551.3414045219 29349.1907760004 30151.5763379518 30951.9218346611 31746.5391145683 32534.2313665269 33315.3301991038 34091.5620299498 34865.6618312178
"103" "Oman" 8231.4362075419 8459.48416802906 8691.42949574737 8931.39969625789 9183.38642813234 9447.38095270176 9719.9911697269 9997.31957008672 10279.1593742359 10567.9772637038 10866.5586790844 11176.9382578122 11497.6926676241 11825.7358756124 12156.8284022005 12486.3643831226 12810.8531356075 13129.504650926 13443.0110525102 13751.2398696646 14053.9629640627 14349.6006527035 14636.0455451761 14911.0622644377 15172.9618720828 15421.0942690445 15655.1845640758 15875.6676277571 16083.8695117587 16282.3500561814 16473.9541848467 16660.4747264354 16843.0025791665 17023.6529819428
"104" "Pakistan" 1158.43655157734 1198.96917179331 1239.69209638033 1280.90456902998 1323.03808844289 1366.55320489709 1411.82305844953 1459.14647889492 1508.66625163181 1560.42120411155 1614.2211374064 1669.73578007833 1726.57587784581 1784.2630077271 1842.26015054586 1899.96561535641 1956.76942258672 2012.03875187639 2065.17971730851 2115.7530648365 2163.52722262053 2208.38852690864 2250.30735739234 2289.37078194587 2325.73611129998 2359.57660523056 2391.15646723525 2420.90446329861 2449.22904123712 2476.49927745901 2503.04947326941 2529.23749452981 2555.35640491853 2581.50147187756
"105" "Panama" 3640.92768579351 3809.32521596167 3978.20558941534 4148.42443965015 4320.64879068815 4495.5542124523 4673.10685463884 4852.63349966284 5032.57618480283 5210.81540458813 5384.67021558608 5550.63493410256 5706.14923840446 5850.01336642342 5982.33347574508 6103.88080678901 6215.88469303542 6320.46079694755 6420.52698425606 6519.53307119922 6619.77370480468 6722.43827517208 6827.53152088905 6935.28920735529 7046.23353791828 7161.09729415712 7280.39156530609 7404.0461881141 7531.10161416679 7660.2129163295 7790.40045018218 7921.09402376393 8052.08444048841 8183.22430120987
"106" "Papua.New.Guinea" 2388.21039691244 2517.74770078303 2646.55305991133 2773.22122780312 2896.21490931438 3013.76873773156 3123.34751156788 3221.28381199219 3306.06334439442 3377.31784338455 3436.00679721153 3484.1576657659 3524.24770894513 3558.91279348228 3590.43102258807 3620.84215348949 3651.69603885708 3684.55389922765 3721.08254579085 3762.93009598829 3811.22481364707 3866.46953810435 3927.76022016315 3993.06938428125 4059.40700586601 4124.97312311408 4189.17805270746 4251.74801402034 4312.66734329518 4371.66003598937 4428.49585295204 4483.97552969237 4538.71500383717 4593.20201718899
"107" "Paraguay" 2897.6859969832 3059.1087638957 3220.75242581575 3382.81304734113 3545.27943250512 3707.61459647264 3868.67073457731 4026.75805991162 4179.50454148159 4324.21013389346 4458.19928489977 4579.29211591832 4686.29707390468 4779.31606277459 4859.34988050907 4927.65381493217 4985.51130116669 5034.24624679808 5074.68750590889 5107.20110596466 5132.03973441618 5149.6047499493 5160.24522841385 5164.18077503478 5161.498624216 5152.33333467385 5136.81138981411 5115.33793345588 5088.54336494374 5057.38932578861 5022.91287158907 4986.1510768792 4947.99726826414 4909.36619690681
"108" "Peru" 4923.81652832805 4929.56077192202 4934.56821244516 4937.54232689687 4936.64162174538 4929.85137914174 4915.62165593258 4893.09143376672 4862.06541665313 4822.90028926636 4775.75823773933 4720.68614298179 4658.21627455915 4589.70712067937 4517.338468364 4442.62364708288 4366.62832738498 4290.15427170153 4214.8710501453 4144.30818664982 4082.67754852324 4033.26978160711 3997.97575187164 3977.37810508304 3970.60789062785 3975.58689687989 3989.8771637364 4011.22048410245 4037.58268347374 4067.55452963573 4100.02867316519 4134.10992606481 4169.16427965434 4204.58482218841
"109" "Philippines" 2565.89624501125 2631.98272824945 2697.72229537512 2762.42041245511 2825.11737881783 2884.87679551056 2940.56185788351 2990.98993429815 3035.23442047121 3072.7275485337 3103.21316781544 3126.6346472749 3143.41053820103 3154.5974857646 3161.67547379086 3166.56590289066 3171.28813149036 3177.26492000911 3185.56082178732 3196.72864236539 3211.07336697923 3228.82055850886 3250.19006691685 3275.29838576947 3304.05492171575 3336.07168294024 3370.92508607323 3408.03646503766 3446.74916379128 3486.67352237925 3527.09564093724 3567.229135545 3607.0339216799 3646.66233373048
"110" "Poland" 4595.49752416311 4769.81732005795 4942.39412664237 5109.93513155584 5268.1172233712 5412.32004408239 5538.10019637494 5642.03569382415 5722.60719526443 5780.78663629558 5820.14334202926 5846.2484337364 5865.71387958284 5884.66904340009 5907.3749200707 5936.67585586871 5974.49549551799 6022.51411460276 6082.6192237184 6157.04340042383 6248.65810971863 6360.67174985136 6495.41451754625 6653.79840915294 6835.26256497716 7037.94405305179 7258.85183949726 7494.38067255136 7740.72822735314 7994.43278511028 8252.60336871209 8513.12493508506 8774.77844398395 9036.88252282578
"111" "Portugal" 7409.33857106809 7645.09794589959 7879.80358155342 8111.96241173716 8340.38689295452 8565.73189792983 8790.27200015507 9015.70605112739 9243.72299334353 9476.49295217245 9716.1644697497 9965.09745033045 10226.2533174955 10502.9442611997 10798.6254756043 11115.9056492176 11455.1108411087 11814.1119812238 12188.9557124063 12574.6464975464 12966.4474152536 13360.4626253931 13754.4337992924 14147.7894692153 14540.9634804274 14934.0271945211 15326.8476418881 15718.6552524334 16108.2447894576 16494.2750631301 16875.8522591465 17252.9143155447 17626.5173897149 17998.4572507582
"112" "Puerto.Rico" 8412.78186291198 8612.99175872903 8813.20754738881 9014.0403613372 9217.51679140163 9426.67053400618 9643.24433509644 9867.67497878297 10100.7525498386 10344.2298155892 10601.854544486 10878.4500604413 11179.1389435062 11507.9001285806 11866.1745582059 12253.7916471017 12668.3957160923 13106.6785143842 13564.5641343936 14038.0408647509 14524.0722662503 15021.2154250243 15529.5161715397 16050.0345927008 16584.1290749829 17133.4195558798 17699.7863651975 18283.3258788527 18881.8359493487 19492.061429492 20109.9745247156 20731.1574518787 21353.9455290288 21977.3662380837
"113" "Qatar" 78654.7879314588 76286.3481459185 73888.4831155496 71421.8883851585 68845.3026792631 66136.1937389181 63311.65263348 60391.9670404583 57402.0878507785 54366.8991727653 51319.127515116 48302.0608435964 45361.6457601843 42547.1802422485 39905.7340727573 37476.4705190737 35291.0877608785 33369.2547240547 31721.0714550835 30346.8756836356 29240.0193457443 28391.4489207334 27790.8603520628 27424.5269633904 27280.4765024938 27345.2958897422 27601.4744517487 28024.4575154019 28579.281788961 29229.6349568969 29945.0758692079 30702.376091 31484.0961302065 32275.584952033
"114" "Romania" 2534.68767010813 2842.40072110812 3149.71353018284 3455.72182760425 3758.84459456885 4057.38043520414 4348.34174390117 4627.46773346302 4890.24277483299 5131.79318687072 5347.90083249879 5535.02577917258 5690.32468451624 5811.68337045597 5897.6521629567 5947.7936208072 5963.37659088886 5947.13195203106 5903.49126683594 5838.71204577558 5760.72528415496 5677.89175741462 5598.26215728471 5527.97632610185 5470.45559730945 5426.75612603565 5396.26004316534 5377.8737070183 5370.80917480641 5374.03802047401 5385.9671137784 5404.43471042571 5426.84192233763 5450.76613590978
"115" "Rwanda" 999.829571623327 1018.9424903002 1038.19735229802 1057.74603246197 1077.6288186315 1097.7891433149 1117.93939452388 1137.36008086187 1155.25935619598 1170.68958169118 1182.68318662193 1190.46039205848 1193.42232710452 1191.34220463358 1184.23441620146 1172.49393060233 1156.53256133991 1136.86837884137 1114.27212488055 1089.74231553418 1064.46411506681 1039.94228970412 1017.53455088415 998.540081070662 984.313764600222 975.967451781707 973.456668462503 976.399018585536 984.298018197577 996.363329898936 1011.70177619443 1029.36748556412 1048.43050604758 1068.0664242205
"116" "Samoa" 2653.78524616574 2694.43360595566 2734.90712188017 2774.81147455896 2813.49786530703 2850.11582850297 2883.70244786212 2913.25927602856 2937.87546702669 2956.80169119087 2969.57923143788 2975.96328470652 2976.466090607 2971.47256828776 2961.49135792073 2946.8933822571 2927.95054115329 2905.23004276006 2879.84017937528 2853.27979343992 2827.55195569653 2805.38800140405 2789.35976993218 2781.6694863971 2783.87221949016 2797.00193493675 2820.96973341348 2854.90867325967 2897.58929498107 2947.4429611503 3002.78373135252 3061.72305252002 3122.5427057567 3184.04438328517
"117" "Sao.Tome.and.Principe" 1064.85000099379 1111.55152578503 1158.03343584879 1203.98889614312 1248.94825278645 1292.03726015685 1332.05202700043 1367.55765516291 1396.81257867249 1418.63960116949 1432.41088309754 1438.78351139732 1439.3488195518 1435.67008601545 1429.30616919384 1421.52480227753 1413.05723078408 1404.36870897535 1395.54865003626 1386.35201187927 1376.61760129175 1366.4331340314 1356.13250885266 1346.22678717491 1337.19103364538 1329.38291819338 1323.0645171641 1318.34901360725 1315.11447077962 1313.23309665399 1312.53084677619 1312.65784670042 1313.23335211393 1313.98347608721
"118" "Saudi.Arabia" 23196.9291177418 23944.6756626586 24671.839444781 25341.7610421581 25908.4805192269 26329.183845319 26576.609455968 26633.9001620942 26496.5508934781 26169.1498069947 25661.6136147854 24995.8327069743 24206.9627071482 23344.3778471268 22458.5762219617 21591.6030670867 20774.9532298809 20029.6000350555 19367.738514247 18791.8497790042 18297.4250295906 17873.0944468219 17505.2958339398 17182.2119705691 16894.9570017497 16635.808485095 16398.3091282143 16176.7027050037 15966.7364490392 15765.615914634 15571.7705174789 15383.094970978 15198.1208522417 15015.6330209531
"119" "Senegal" 1453.71868924644 1453.12116039989 1452.62949283023 1452.35924041333 1452.44228154301 1452.78533576204 1453.13321265934 1453.22045948442 1453.07502270515 1452.75554989068 1452.2576125534 1451.64459208097 1450.88439157968 1449.6921076756 1447.95120651586 1445.7031927284 1442.84738817487 1439.33740848509 1435.16694581847 1430.41863906318 1425.38748849285 1420.43454728346 1415.96049488975 1412.34541214825 1409.89317290828 1408.69995073876 1408.72049477638 1409.71332328095 1411.28288977536 1413.04563747428 1414.61839936794 1415.81544635292 1416.84292157733 1417.84229132343
"120" "Sierra.Leone" 1338.33053049782 1340.93850707073 1343.51552906739 1346.02870864388 1348.35063063362 1350.2847225984 1351.66785777344 1352.38876483746 1352.23086107476 1350.85252585751 1347.75877040523 1342.41375937279 1334.26895598902 1322.81108933435 1307.68339684922 1288.57150575074 1265.2067110139 1237.6174553493 1205.98800969003 1170.83863533078 1132.81483179202 1092.62721300591 1051.09895282512 1009.0063788198 966.851850303037 924.888749915879 883.217348598609 841.991143141721 801.560404289213 762.17465315223 723.883458231191 686.488600843638 649.691478061533 613.143409879727
"121" "Singapore" 6784.97489580491 7319.17244693657 7853.51649232871 8388.4688688745 8924.97271148623 9465.08909365407 10012.1155745894 10569.0667855196 11138.5333412354 11722.1255945638 12321.0010024788 12936.8798679678 13573.1835165123 14233.8182814236 14922.3080897218 15642.6073677234 16399.3326065208 17194.4801012869 18025.7980281784 18887.7833880985 19772.4601193805 20669.9887868868 21569.779962682 22460.112741863 23327.6852071202 24160.7771167892 24950.6023886881 25692.5217003427 26386.3680733073 27038.5073623852 27655.4749696965 28244.9211714552 28818.9419839514 29387.0063605462
"122" "Solomon.Islands" 1904.91303618343 1952.38045083945 2000.07211765502 2047.99951291256 2095.4937888504 2141.37303867454 2184.5837043689 2223.54789657068 2256.58752465618 2282.26519301025 2299.69349770612 2309.51025883448 2313.15434599176 2312.81743087731 2310.9710793255 2309.4808385935 2309.78658449016 2312.87132497786 2319.03335530775 2327.91864191853 2338.22230461064 2348.21142482973 2355.77872475989 2358.49517627317 2354.31636017971 2341.62716684897 2319.22275074995 2286.73306193453 2244.67218057772 2194.22168394971 2137.2382448692 2076.15199969506 2013.08145917397 1949.41523980337
"123" "Somalia" 1486.18270099648 1460.36583429382 1434.26754058866 1407.40524304278 1379.75693296649 1351.24328756249 1322.00712095104 1292.29439878353 1262.02039215894 1231.13795667933 1200.05314346632 1169.23754499985 1139.00485465121 1109.51332292916 1081.07909995587 1054.00699179614 1028.38006203992 1003.84224487264 979.916663674666 956.099492489147 932.022187700063 907.423005335168 882.194088952966 856.494425598623 830.636040969921 805.163730275648 780.418619872165 756.568488915145 733.690647485581 711.732965342178 690.557707774925 669.954652385458 649.691264980976 629.560105512711
"124" "South.Africa" 6467.52943610231 6557.01179227634 6646.33543311012 6735.1521925327 6823.20187264036 6910.15346029803 6995.04125518907 7076.67780559608 7153.84834216369 7225.49078527253 7290.36659619783 7347.22283075164 7395.36478900551 7434.39653245411 7464.40446861961 7486.37435969302 7502.03438619382 7513.52005949226 7522.78031024309 7531.62514495235 7541.91440585044 7555.89557705541 7576.26980292068 7605.75430385701 7646.32193676788 7699.14098179711 7764.54142899662 7841.94392646383 7930.22097797365 8027.82037948487 8132.6068440113 8242.16459386808 8354.31149051029 8467.37749765835
"125" "Spain" 9938.36838462146 10173.7646274838 10407.6330241346 10637.0733810435 10859.0522896201 11071.654330321 11274.8665878791 11469.8832887012 11659.3094877246 11846.9678316647 12037.4286210179 12235.386819201 12445.6016805786 12672.127177467 12917.9886454814 13184.9978972932 13473.5377989598 13782.4896842958 14109.4170276182 14451.4582640332 14806.1101410782 15171.9633281301 15549.0838242136 15938.9415000326 16343.6975792309 16764.6535317019 17202.0438208911 17654.9721964146 18121.1903458364 18597.4618187295 19080.206498802 19566.2036102157 20053.3728133848 20540.7957421985
"126" "Sri.Lanka" 1199.50221756343 1261.20832441054 1323.01853746375 1385.09623886811 1447.70536167503 1511.26452783876 1576.31479440933 1643.38507261719 1712.86183370678 1784.88814874098 1859.4872541984 1936.56205518582 2016.00182392449 2097.82812474773 2182.26724992904 2269.47860843002 2359.44206158749 2452.36248396718 2548.65126298083 2648.68953558029 2752.68728955995 2860.54747487524 2972.1810697577 3087.18970250168 3205.03775247714 3325.08277154777 3446.55362669609 3568.74857372573 3691.08924362359 3813.19316294225 3934.80046787525 4055.87948745874 4176.67812505921 4297.4186340745
"127" "St..Kitts...Nevis" 3548.42561487215 3704.36003272345 3860.96522028758 4019.01034944553 4180.09462027762 4346.7364097405 4521.78070974017 4708.40572890825 4909.45870385204 5126.68976885653 5361.64696569713 5615.36894122705 5887.98669713531 6180.52103125784 6494.05874818771 6829.03131518988 7185.94163115884 7565.80812995108 7970.04205434521 8400.42080479495 8856.86883786818 9337.32174562076 9838.35620276391 10355.7875968948 10884.7483193536 11419.4385579884 11955.0118973488 12486.7677855895 13010.6752111217 13524.4472978928 14027.0552068222 14521.0100305847 15009.7384613381 15496.3503711636
"128" "St..Lucia" 2823.84951001703 2917.75467856115 3011.80709983023 3106.90007510283 3204.73698415791 3307.50794258671 3417.71065127005 3537.88239948229 3669.71010211961 3814.9229828295 3974.41779625413 4148.89691007861 4338.03955849742 4540.16835942983 4752.21288964886 4970.12516052898 5189.13195197052 5403.9272147225 5609.85408965399 5802.56285709728 5978.69865266051 6136.1532243091 6273.99941137678 6391.99601488652 6491.23938133287 6574.01204267316 6642.56851341137 6699.40194344478 6746.8009851372 6786.35252199377 6819.89058830682 6849.53937681368 6877.47084378092 6904.93338603308
"129" "St.Vincent...Grenadines" 2398.6352857169 2454.72280197202 2511.15551001285 2568.67889712016 2629.8655762997 2697.97737456441 2776.1066207365 2866.43838820175 2970.2992400441 3088.11690037698 3220.40418121374 3367.30819706674 3528.02567824536 3701.65490981627 3887.29868065054 4084.14843109471 4291.55158504369 4508.47278656463 4733.5165665121 4964.55132002425 5198.89649607294 5433.45949832998 5666.04925497699 5894.35516719978 6117.08447529669 6334.4463523981 6547.0299486961 6756.21080675183 6963.94866550467 7171.4692621271 7378.66978887788 7584.92264861042 7790.33295295595 7995.12485092417
"130" "Sudan" 1048.82176799775 1053.89214284806 1058.80105295337 1063.27126746158 1066.91376938818 1069.43775933002 1070.58421971048 1070.12718005462 1068.0768820882 1064.70743983686 1060.46671162104 1055.87559391155 1051.42366740017 1047.62029229389 1045.00986388121 1043.97627334489 1044.64052433299 1046.93002043521 1050.65314113039 1055.58276309634 1061.43086790798 1067.84431898252 1074.43692406742 1080.87130686264 1086.882135258 1092.28334437616 1096.97369300163 1100.97822630798 1104.47036548627 1107.84761741181 1111.50498129618 1115.51629518243 1119.79591816036 1124.20582258184
"131" "Suriname" 3709.57498342201 3815.93465933804 3922.3395877955 4028.81105968751 4134.85125668768 4239.00584007039 4338.69393546832 4430.75666241397 4511.86895135117 4579.40330506771 4631.958948973 4669.21257646378 4690.87931406437 4697.51713060791 4690.14431089241 4670.31660688932 4639.8137107929 4602.01773228015 4561.02679525112 4520.31500227514 4484.3529971834 4458.45540130144 4448.42453696181 4461.08518724383 4503.58754813439 4581.29731565229 4695.95113519596 4844.90437762476 5023.41045271 5225.72607077898 5445.62431552718 5679.44402147316 5921.79351184666 6168.38625857373
"132" "Swaziland" 3000.95516705136 3244.26762857262 3486.98398592625 3727.5511363732 3963.66086045958 4193.04489064059 4413.87421922027 4625.03222227606 4825.74459108735 5015.74948112785 5195.54666389353 5366.76980542756 5531.86127811335 5693.50661532079 5854.09865272443 6015.13162896055 6177.18978028363 6339.5075086257 6500.69751896815 6659.66446752073 6815.63157294584 6968.76377148703 7120.6695002055 7273.61058498375 7429.68125995373 7590.47912028496 7757.13866699706 7930.30953255895 8110.04505302206 8295.5945041064 8485.13792764944 8676.89484972839 8869.16452460133 9061.11532890201
"133" "Sweden" 15670.0008438684 15919.4285464427 16168.8955594074 16417.8591692866 16665.3615087061 16910.4774423683 17152.929231204 17393.6539000379 17634.8475781169 17878.3984649377 18125.4668860516 18377.3800433477 18635.5807265 18900.468292574 19171.177326819 19445.2990612529 19720.0667920766 19992.9259853376 20262.0643726036 20527.3506079787 20790.8168171355 21057.3094142268 21333.9791563624 21628.4492121166 21947.2083621728 22293.2393491842 22666.9636998983 23067.1838376899 23490.6778141839 23932.2749914112 24385.8314293669 24845.7912680679 25308.7134939574 25772.5488153086
"134" "Switzerland" 21388.6084359827 21566.0601102806 21742.7431934887 21918.584004241 22095.3597281884 22277.7242859709 22473.1613764079 22686.299957604 22918.185781723 23167.3163935344 23430.1975858533 23702.6441005115 23982.0025453755 24266.9331630609 24555.57479982 24844.952698997 25131.6762369369 25412.593695737 25684.8348594025 25945.4249776991 26191.930585744 26423.84668621 26643.8069453059 26855.8330075248 27064.2171999963 27272.5335823316 27483.7450336415 27699.7215540814 27920.5955237223 28144.98652875 28371.3360715412 28597.6574381505 28823.1137019537 29047.9292102314
"135" "Syria" 1222.26536390488 1289.05695602343 1355.45694098222 1420.69573773142 1484.06594486877 1544.50728714765 1600.88156345928 1652.33172822703 1698.3379917156 1738.03392486914 1770.61648540247 1795.41761996829 1812.09368050576 1820.97008940414 1823.0824643514 1820.07386031202 1813.8969130896 1806.62055608696 1800.08803267418 1795.75871758115 1795.16826245604 1799.19921390311 1808.04259987043 1821.42068527136 1838.75276776956 1859.2215000655 1881.80159394026 1905.42059042472 1929.23804206493 1952.74655918087 1975.91281598738 1998.80509980131 2021.55413564957 2044.23237530956
"136" "Taiwan" 2619.6016282318 2922.19738229534 3225.4246040383 3530.54233618436 3839.56939844711 4155.46211119968 4481.24729906907 4819.54060665429 5172.87965930667 5543.76926011092 5935.17349650346 6350.37692127046 6792.68771995682 7265.04891855425 7769.23954200459 8305.78071670328 8874.21474919076 9472.47111021569 10097.4540054038 10745.9440636052 11414.5722736565 12099.9762042354 12798.4667508355 13506.0987484395 14218.8280626533 14932.6810797117 15644.1034231926 16350.147506475 17048.7262043797 17738.9719604612 18420.9197852633 19095.8919519285 19767.1182566362 20436.9662631859
"137" "Tanzania" 588.63522708048 584.543991682454 580.421503491727 576.171674786391 571.699902660811 566.902275522382 561.656861496851 555.875555096157 549.568136603497 542.808587339329 535.7231012826 528.50877494391 521.449654505652 514.89583608786 509.239309724303 504.865850058531 502.163065984783 501.511872622152 503.277210299769 507.809432390207 515.440196890295 526.46543804088 541.13814681559 559.683008092945 582.21902285943 608.697946181294 638.802030017641 671.90344926212 707.005609083336 743.364976651741 780.472561565074 818.008796729449 855.744589597064 893.526404553296
"138" "Thailand" 1579.2684881044 1686.43563201866 1794.02477271266 1902.86094438609 2013.86647855687 2128.05493863193 2246.38685007183 2369.67314999055 2498.69129837688 2634.31685259462 2777.80756126167 2930.43308561441 3093.37285523608 3267.77355824586 3454.68551087488 3654.60627170862 3867.4120145554 4092.32511404425 4327.6359132678 4570.5871697836 4817.47869211602 5063.98132786497 5305.83368815005 5539.10350302122 5760.53785080807 5967.84041558262 6160.14140128988 6338.3515515859 6505.2692756235 6664.77987192655 6819.90397957985 6972.95743098837 7125.39028735815 7277.81616406777
"139" "Togo" 1400.75859323461 1380.8082646348 1360.61003805189 1339.90369559123 1318.534570763 1296.21667858843 1272.65870266182 1247.53383888102 1220.63682638721 1191.87213372438 1161.36656162054 1129.6456974694 1097.6162317606 1066.12108399012 1035.92567732455 1007.57371387049 981.592398541225 958.321499690371 937.820958625191 919.92923850372 904.395841062431 890.970774841538 879.409814503598 869.467707574064 860.765719742132 852.78900692806 845.080615802753 837.297658669795 829.181203943263 820.564458540559 811.482098444228 802.089439115463 792.571006894346 783.066210023171
"140" "Tonga" 776.472886716743 852.411713808569 929.013747683603 1007.42368359053 1089.10373340883 1175.44616720901 1267.79345072804 1367.29741253488 1474.87847907167 1591.0410917492 1715.4968395306 1846.85795914961 1982.54804049115 2119.77102854228 2255.86764268881 2387.8664199952 2513.3765801692 2630.61180636855 2738.49307105059 2836.55417440672 2924.43627270074 3001.91755976041 3069.20411848173 3127.42187136132 3177.9115053496 3221.89230096855 3260.42806497683 3294.61355038063 3325.35261977372 3353.43707237392 3379.47967659962 3403.89645318824 3427.15039393576 3449.77217125514
"141" "Trinidad..Tobago" 9320.86658923185 9587.44835434198 9852.87472847904 10113.0219170341 10362.916002827 10596.077755135 10804.9074917284 10980.5389484895 11114.1452800714 11197.3046312559 11224.6266886247 11193.5762596813 11106.6235327077 10972.4019803365 10805.9609138688 10624.5709546547 10446.2557267597 10288.4850868626 10165.7543473253 10089.7918432926 10069.627217791 10110.9950624887 10217.1898507594 10389.4025223207 10627.8953687632 10930.7388931218 11294.9648975093 11717.0717268059 12192.193053648 12713.1045713547 13269.3022331115 13848.775678175 14443.2663752194 15046.1174162232
